N,P,K,temperature,humidity,ph,rainfall,moisture,Organic_Carbon,Electrical_Conductivity,Soil_Type,Recommended_Fertilizer
134,30,101,10.87,73.64,6.6,901.09,18.98,0.61,1.44,Clay,DAP
60,84,112,11.4,44.24,6.13,1671.81,20.68,1.07,0.44,Loamy,SSP
159,83,37,25.28,58.75,5.74,2845.77,10.84,0.63,1.24,Loamy,MOP
117,34,41,31.23,35.67,5.69,2062.78,46.24,0.94,1.08,Loamy,DAP
74,78,97,39.5,72.65,5.72,2107.05,42.2,0.59,1.45,Clay,MOP
64,31,17,14.67,83.75,8.04,1015.92,18.9,1.22,2.58,Sandy,DAP
78,78,53,30.95,57.36,7.4,1947.6,49.56,0.61,0.66,Loamy,Urea
154,82,105,26.62,34.99,7.18,791.64,24.96,0.9,1.86,Clay,NPK
140,20,37,24.34,86.7,7.69,2190.91,16.75,0.23,0.21,Clay,DAP
144,53,76,31.66,56.82,5.53,857.6,31.13,1.23,1.02,Silt,NPK
71,14,16,17.16,34.82,6.97,239.16,14.55,1.01,1.47,Clay,DAP
30,15,15,19.34,41.31,6.34,1666.34,23.16,0.45,0.32,Sandy,Urea
115,25,102,21.54,37.19,7.63,1034.39,28.57,0.48,1.68,Loamy,DAP
69,55,54,15.47,41.85,5.74,1961.11,52.59,0.54,1.0,Clay,NPK
115,33,23,24.36,39.35,7.07,2288.98,49.63,0.95,2.98,Sandy,DAP
142,23,54,13.96,85.37,8.03,2478.61,32.14,0.91,1.93,Clay,DAP
67,33,68,19.54,42.54,6.11,2948.14,46.23,0.56,0.81,Clay,DAP
153,85,49,13.39,56.52,4.77,1755.62,38.43,1.1,0.4,Clay,Compost
69,32,92,11.08,73.79,6.56,1550.93,27.04,1.36,0.22,Clay,DAP
101,48,55,20.66,70.62,5.88,887.58,46.29,0.26,0.36,Clay,MOP
150,15,68,28.53,87.39,7.19,2291.2,44.17,0.74,2.07,Sandy,DAP
60,30,98,14.56,87.96,8.3,1551.57,40.95,0.97,2.58,Loamy,DAP
47,82,46,39.8,64.24,6.44,1115.74,40.9,0.96,0.55,Loamy,Urea
148,55,91,18.23,75.14,6.36,1409.86,44.15,0.23,1.27,Loamy,DAP
52,50,77,10.68,53.16,7.12,1237.37,29.23,0.47,1.13,Loamy,Urea
30,68,74,10.84,55.76,4.91,2939.81,53.45,0.28,1.97,Sandy,Urea
47,78,106,30.0,36.26,5.51,833.78,18.12,0.94,0.63,Silt,Urea
66,51,37,30.1,70.41,8.18,1360.66,54.19,1.04,2.86,Silt,MOP
93,68,50,37.08,46.24,7.18,1060.43,27.11,0.41,2.21,Sandy,Compost
91,44,92,12.73,34.79,4.55,680.58,16.25,0.63,2.87,Sandy,Compost
156,50,106,21.29,35.89,5.32,1038.54,40.0,0.63,0.9,Clay,Compost
102,76,24,36.68,73.34,7.23,1570.09,28.8,1.27,1.8,Clay,MOP
133,74,118,33.93,43.74,7.56,1968.52,50.77,0.45,2.22,Clay,MOP
27,28,96,17.0,76.2,7.86,1927.25,31.54,0.91,2.16,Loamy,Urea
88,88,102,36.7,84.36,5.67,2363.49,43.43,1.22,0.16,Clay,NPK
97,28,48,30.42,50.45,8.22,399.57,25.41,1.28,3.0,Silt,DAP
64,34,87,17.93,77.63,6.71,1080.2,20.47,1.07,2.79,Loamy,DAP
126,48,103,11.34,55.72,7.29,1187.23,29.4,0.59,0.45,Clay,Zinc Sulphate
57,42,75,24.92,76.33,6.89,2138.19,40.34,1.27,1.68,Loamy,Urea
159,89,86,31.39,48.4,4.99,781.01,42.85,1.16,1.01,Silt,Compost
86,49,113,18.06,85.89,8.35,800.05,38.91,1.12,2.65,Clay,Zinc Sulphate
123,21,37,15.06,89.23,4.99,466.57,59.4,0.29,2.12,Silt,DAP
89,39,40,12.26,53.17,5.52,1693.23,44.55,0.26,0.75,Silt,DAP
118,79,21,35.26,41.94,7.75,2234.94,56.58,1.1,0.2,Silt,MOP
63,51,22,11.64,71.12,6.97,2153.42,15.9,1.43,0.95,Clay,MOP
65,23,12,28.28,65.02,7.85,2279.83,13.07,1.21,0.21,Sandy,DAP
148,14,72,32.9,89.49,6.56,674.8,25.55,1.28,0.51,Clay,DAP
141,45,38,33.41,78.7,6.01,1842.36,16.83,0.91,1.94,Silt,MOP
63,68,73,29.61,80.11,8.19,461.3,36.29,0.6,2.26,Clay,Zinc Sulphate
103,66,103,29.58,73.59,4.65,2906.7,35.95,1.08,1.46,Silt,Compost
106,69,85,24.22,51.05,7.92,494.25,38.75,1.13,1.84,Sandy,Zinc Sulphate
103,87,94,22.5,86.15,5.42,2657.3,47.26,1.08,0.55,Loamy,Compost
115,72,75,14.12,57.94,7.89,307.47,58.57,1.43,1.02,Sandy,Zinc Sulphate
65,58,59,26.06,53.97,5.06,1687.18,53.91,0.68,2.17,Sandy,Compost
91,74,89,12.13,41.65,6.82,2587.72,15.92,0.25,1.16,Loamy,SSP
113,61,105,24.05,48.24,8.05,1976.93,26.93,1.38,1.11,Clay,Zinc Sulphate
150,18,101,31.93,30.14,6.39,1582.69,22.79,0.41,0.66,Loamy,DAP
90,25,82,23.29,69.59,7.49,556.64,18.84,1.11,1.82,Clay,DAP
59,44,26,25.25,66.33,7.72,2045.86,37.24,1.34,2.45,Clay,Urea
93,83,65,35.27,54.18,7.45,1886.52,37.66,0.6,1.46,Silt,DAP
34,25,92,29.4,88.03,8.2,1484.24,21.36,1.28,0.44,Silt,Urea
138,42,16,13.83,71.59,6.29,857.82,45.59,0.63,2.53,Loamy,MOP
40,60,45,26.29,44.56,5.19,816.31,46.65,1.23,0.31,Sandy,Urea
40,70,49,20.94,52.72,4.69,2916.03,11.05,0.29,1.47,Loamy,Urea
79,88,10,16.2,60.95,5.49,2902.16,29.79,1.05,0.86,Clay,MOP
125,68,51,29.44,62.72,5.07,2823.5,54.51,1.08,2.82,Silt,Compost
84,81,45,21.6,46.54,6.73,1644.78,36.02,0.84,2.24,Loamy,NPK
88,13,48,33.02,44.97,5.24,2967.17,27.38,1.09,1.74,Loamy,DAP
129,11,10,27.6,47.97,4.66,1032.81,22.68,1.4,2.04,Silt,DAP
45,80,97,13.13,87.8,4.64,1395.28,22.17,1.15,1.64,Silt,Urea
94,67,72,20.51,51.57,7.83,688.13,14.99,1.45,0.53,Silt,Zinc Sulphate
74,71,83,18.1,52.45,6.87,1499.5,50.86,0.78,2.16,Clay,DAP
132,34,84,14.5,73.21,5.93,718.07,14.33,0.89,1.53,Silt,DAP
65,80,111,34.01,39.77,8.08,385.47,24.61,0.54,1.94,Sandy,Zinc Sulphate
89,34,95,21.36,68.59,4.78,227.95,12.28,1.48,0.23,Loamy,DAP
151,75,65,28.4,69.97,8.42,1259.7,49.07,0.27,0.51,Silt,Zinc Sulphate
73,35,40,36.46,33.87,6.97,2713.29,11.96,0.67,1.81,Silt,DAP
106,64,10,26.29,41.4,5.23,1424.7,25.42,0.59,1.43,Clay,MOP
115,12,50,17.74,57.99,7.22,2007.72,38.66,0.7,0.76,Clay,DAP
139,55,20,33.72,80.13,7.55,2490.11,30.48,1.39,0.8,Loamy,MOP
55,38,15,23.07,73.94,6.22,1748.26,24.11,0.68,1.93,Sandy,Urea
53,67,60,26.92,82.41,7.95,1776.95,23.76,1.39,0.27,Loamy,Urea
153,20,73,37.06,81.06,5.1,1667.56,49.89,0.75,1.36,Silt,DAP
105,30,118,24.68,60.69,5.62,550.24,58.7,1.31,1.62,Sandy,DAP
52,52,90,20.04,67.34,4.87,1979.83,27.4,0.88,0.99,Sandy,Urea
74,13,87,31.82,85.25,5.34,2224.89,11.96,0.6,2.48,Sandy,DAP
42,78,105,14.01,74.46,5.45,200.78,11.83,0.78,0.26,Sandy,Urea
144,79,29,37.41,51.47,8.17,433.38,47.96,0.75,2.61,Loamy,MOP
63,31,13,37.47,51.02,4.81,1716.71,37.62,0.54,2.2,Clay,DAP
119,15,48,27.38,52.0,6.21,2549.05,49.18,0.58,1.39,Clay,DAP
47,87,56,14.63,59.71,6.63,1692.74,44.87,0.44,2.78,Silt,Urea
83,31,31,23.56,51.75,8.09,1416.71,55.38,0.64,2.14,Clay,DAP
67,25,102,22.7,41.25,8.49,2823.0,54.29,1.01,2.8,Clay,DAP
78,45,51,18.95,65.7,7.51,413.65,49.42,0.7,1.47,Clay,Urea
78,59,110,15.25,82.15,8.38,586.96,33.76,1.13,1.41,Clay,Zinc Sulphate
62,67,86,17.91,59.55,7.65,2118.39,25.41,1.48,1.64,Silt,SSP
91,80,88,26.67,43.15,8.35,504.71,35.35,0.69,0.29,Loamy,Zinc Sulphate
62,60,44,30.57,78.78,7.33,578.38,35.1,0.8,2.73,Sandy,NPK
32,87,34,39.39,75.34,4.82,2641.4,40.51,0.41,2.04,Clay,Urea
158,56,12,16.47,72.01,6.11,788.54,19.3,0.71,1.89,Loamy,MOP
125,62,60,16.12,70.48,7.09,1942.81,42.78,1.14,2.79,Clay,DAP
113,15,21,13.51,76.94,5.9,1310.93,32.83,0.48,2.98,Clay,DAP
69,34,23,38.17,79.82,5.59,582.83,41.01,0.44,0.57,Sandy,DAP
68,12,49,21.46,83.89,6.81,1281.05,21.98,0.69,2.27,Sandy,DAP
122,22,41,37.72,66.6,8.23,1365.48,31.72,1.26,1.78,Sandy,DAP
109,62,59,36.68,53.62,4.64,1960.18,20.51,1.01,1.44,Clay,Compost
110,76,77,11.32,35.39,7.58,629.77,53.77,1.44,2.94,Clay,Compost
105,40,38,18.39,73.34,7.39,304.59,34.4,1.38,2.57,Clay,MOP
32,76,40,19.08,38.47,8.36,1896.77,21.25,0.4,2.12,Sandy,Urea
26,64,105,18.32,82.11,8.22,383.14,12.06,0.26,1.21,Silt,Urea
61,75,33,22.76,54.35,7.55,630.83,43.79,0.72,2.03,Loamy,MOP
159,14,20,24.98,82.57,6.58,2948.12,20.73,0.88,1.64,Silt,DAP
32,18,39,32.75,61.11,5.32,263.74,59.48,0.87,0.82,Clay,Urea
31,38,28,18.03,57.21,6.68,1998.38,36.69,0.37,1.41,Clay,Urea
57,44,45,18.96,51.81,7.56,588.71,24.45,0.36,0.72,Silt,Urea
22,44,15,27.96,33.68,8.08,2499.3,42.88,0.26,1.55,Clay,Urea
81,59,11,15.38,30.69,7.66,1828.94,23.76,1.31,2.19,Loamy,MOP
56,39,112,24.2,60.52,5.28,1522.92,51.01,1.43,0.21,Clay,Urea
43,24,28,17.53,84.07,6.9,1489.14,25.41,0.35,2.32,Loamy,Urea
111,38,55,15.94,65.17,5.83,2078.64,59.41,0.48,0.16,Silt,DAP
87,34,49,33.87,81.74,4.54,2548.31,40.26,0.32,1.6,Silt,DAP
83,84,27,31.21,89.99,5.3,219.4,52.22,1.34,1.76,Clay,MOP
37,66,114,17.49,40.72,4.95,256.7,13.64,1.45,2.31,Loamy,Urea
87,60,45,22.46,69.57,7.87,962.87,27.41,0.54,2.31,Clay,Zinc Sulphate
77,77,55,14.63,55.01,5.53,2267.13,46.87,0.59,1.31,Sandy,NPK
142,67,65,11.6,42.53,5.64,742.59,42.75,0.67,0.29,Sandy,NPK
64,21,61,27.56,44.45,8.34,1338.85,19.71,0.85,2.11,Sandy,DAP
72,78,63,20.91,44.68,6.02,1621.26,27.81,1.09,1.58,Sandy,NPK
46,46,65,16.22,73.78,4.54,1244.22,23.17,0.86,1.07,Clay,Urea
137,34,29,13.44,51.3,5.64,1500.98,40.67,1.44,0.78,Sandy,DAP
55,77,110,30.4,45.34,4.98,2436.5,27.23,0.33,0.45,Loamy,Urea
119,33,10,18.14,83.16,4.91,841.76,25.45,1.24,0.96,Silt,DAP
125,45,32,37.22,32.06,4.81,1114.87,20.37,0.63,1.43,Silt,MOP
120,11,47,15.78,74.14,6.87,1674.42,30.45,0.69,1.49,Sandy,DAP
130,44,29,17.31,87.63,5.26,2622.26,19.78,1.12,1.79,Sandy,MOP
33,17,13,35.55,67.54,5.94,774.65,58.13,1.41,1.15,Sandy,Urea
22,82,111,27.17,62.89,7.95,1669.31,17.73,1.13,2.77,Clay,Urea
53,37,78,13.25,33.69,6.2,2652.17,55.67,1.21,1.54,Silt,Urea
67,69,15,26.48,60.18,8.16,515.01,31.42,1.18,1.33,Sandy,MOP
91,63,72,19.24,51.68,6.49,2220.02,28.89,0.62,0.24,Loamy,Compost
124,53,99,32.11,76.69,6.1,826.44,21.57,1.18,1.84,Sandy,Compost
54,19,10,12.33,78.71,7.5,686.1,41.79,1.22,1.85,Silt,Urea
116,14,72,37.54,40.06,4.79,861.78,44.28,0.89,1.79,Sandy,DAP
128,56,88,24.35,61.33,4.86,1608.02,33.38,0.9,2.67,Silt,Compost
128,40,89,32.03,81.6,7.11,1889.51,12.79,1.19,2.31,Sandy,Urea
52,38,96,31.14,67.47,6.45,743.9,55.93,1.26,2.62,Loamy,Urea
134,12,114,15.35,58.86,7.66,513.5,59.02,0.64,0.27,Sandy,DAP
73,35,95,36.4,83.88,8.17,1467.46,31.55,1.24,1.02,Loamy,DAP
58,11,63,16.98,87.99,6.05,360.71,40.68,1.26,1.02,Loamy,Urea
129,88,78,15.72,44.12,6.89,1709.02,32.51,0.5,2.01,Sandy,DAP
57,86,52,25.62,40.97,6.5,2112.04,26.09,1.13,1.4,Loamy,Urea
92,65,14,39.54,81.89,8.43,2848.21,13.87,0.44,2.35,Clay,MOP
131,23,79,19.4,44.58,7.82,600.23,32.8,0.32,1.21,Sandy,DAP
120,85,75,38.93,80.87,8.15,1413.27,50.92,0.95,0.74,Sandy,Zinc Sulphate
66,24,19,23.05,48.07,5.52,918.78,10.85,1.38,0.94,Loamy,DAP
145,54,45,35.04,31.15,7.59,810.13,39.11,0.25,0.63,Loamy,NPK
84,56,119,25.9,55.32,5.56,1654.67,54.04,1.27,0.67,Sandy,NPK
119,29,44,16.16,32.42,5.33,601.63,20.88,0.86,0.73,Clay,DAP
61,27,54,36.4,42.48,8.28,243.16,19.16,1.32,0.15,Loamy,DAP
121,88,32,12.16,58.76,4.58,653.98,48.61,1.3,2.18,Loamy,MOP
74,70,71,30.48,32.31,8.36,1139.44,22.75,1.34,1.26,Silt,Zinc Sulphate
78,85,56,34.92,31.99,5.1,230.72,19.6,1.2,0.17,Clay,Compost
93,14,25,34.96,39.31,7.78,2599.97,28.9,1.3,1.17,Clay,DAP
70,67,46,29.66,57.77,5.6,1834.0,29.63,0.43,2.73,Sandy,Compost
158,86,51,17.53,88.44,5.9,276.04,53.71,0.6,1.58,Clay,DAP
55,69,44,25.95,35.6,5.37,840.12,40.92,0.52,2.96,Sandy,Urea
61,22,49,28.89,67.32,6.84,2060.12,30.3,1.17,1.67,Silt,DAP
121,89,25,36.69,59.82,5.89,283.83,36.72,0.4,2.89,Clay,MOP
118,49,78,14.79,33.61,7.13,1255.5,57.7,0.44,0.69,Loamy,SSP
147,76,20,23.95,32.05,4.56,470.66,15.66,1.34,0.94,Silt,MOP
32,61,60,19.99,43.31,4.76,1296.48,20.39,1.12,2.13,Sandy,Urea
118,11,102,22.83,71.09,4.9,2910.46,58.13,1.34,2.96,Silt,DAP
71,62,119,15.49,87.74,6.18,1474.02,57.87,0.38,2.49,Sandy,DAP
159,76,84,16.52,63.36,7.76,1918.35,18.86,0.72,1.71,Silt,NPK
159,20,119,33.1,32.75,8.05,1343.64,17.26,0.57,0.35,Sandy,DAP
81,20,89,24.35,45.48,5.48,1082.06,31.05,0.21,1.16,Clay,DAP
139,19,98,25.42,86.54,6.8,1909.74,12.49,0.57,0.35,Loamy,DAP
112,37,59,36.92,30.75,7.57,1938.05,42.75,0.69,1.0,Sandy,DAP
63,20,76,17.2,66.14,5.66,1922.93,13.87,0.32,0.85,Silt,DAP
151,16,76,19.88,40.74,6.14,275.09,12.9,0.94,1.23,Sandy,DAP
142,38,74,19.26,33.97,6.6,2150.29,34.26,0.7,2.53,Sandy,DAP
109,74,21,29.78,45.27,5.04,2092.34,57.89,0.26,0.54,Sandy,MOP
155,61,16,26.87,86.22,4.6,396.37,31.34,1.12,0.99,Silt,MOP
67,24,52,24.15,75.71,5.11,732.47,27.82,1.15,0.86,Loamy,DAP
155,16,118,30.04,40.27,7.01,1656.98,59.9,1.28,0.96,Clay,DAP
79,77,55,24.52,33.94,4.79,1210.18,36.6,0.83,1.15,Loamy,Compost
43,64,105,34.48,59.59,5.26,1812.85,28.76,1.46,0.81,Sandy,Urea
36,12,31,22.31,33.16,5.85,2329.16,29.29,1.39,2.83,Silt,Urea
84,29,85,36.72,54.24,4.81,1734.57,19.75,0.92,1.32,Loamy,DAP
125,12,15,13.59,78.02,5.27,1485.14,35.61,0.78,0.43,Sandy,DAP
74,38,47,12.82,60.04,8.15,938.21,31.94,0.2,1.46,Clay,DAP
96,29,48,29.67,83.81,4.58,1923.38,23.54,1.12,0.63,Clay,DAP
80,19,111,21.69,77.48,7.11,2516.22,18.03,0.93,0.73,Clay,DAP
50,70,69,23.67,63.32,6.04,934.72,25.56,1.42,0.93,Sandy,Urea
120,46,114,30.88,77.42,7.19,2406.79,35.43,0.97,0.46,Silt,NPK
47,60,94,16.44,35.69,6.85,1369.3,12.92,1.49,2.19,Loamy,Urea
51,51,71,11.32,42.08,5.39,513.21,17.69,1.31,2.4,Clay,Urea
26,82,101,23.17,72.03,7.89,2749.77,57.38,1.44,1.24,Sandy,Urea
33,84,105,36.84,30.34,6.47,2108.58,37.14,0.63,2.1,Sandy,Urea
92,39,36,23.52,30.28,7.79,2554.82,13.17,0.39,1.23,Loamy,DAP
89,54,58,27.16,52.82,6.12,2033.74,44.65,1.24,0.58,Clay,MOP
49,33,24,16.25,82.02,8.44,545.9,13.09,1.22,1.25,Sandy,Urea
31,40,42,23.92,88.85,7.58,1716.54,46.94,0.47,1.72,Loamy,Urea
22,32,105,24.42,68.99,8.36,1974.16,47.5,1.19,0.22,Silt,Urea
86,62,55,17.05,87.02,6.56,931.41,42.55,0.96,2.0,Silt,Compost
105,51,107,14.91,80.86,6.39,1966.52,46.61,0.34,2.25,Silt,NPK
134,45,80,20.51,42.09,7.52,1787.01,14.4,0.85,2.59,Clay,MOP
127,43,22,11.17,54.24,8.02,260.44,46.34,1.41,0.4,Loamy,MOP
101,35,62,14.99,67.43,8.36,2671.15,16.83,0.86,0.1,Loamy,DAP
23,80,48,31.94,39.08,5.8,1694.78,26.98,1.23,0.31,Sandy,Urea
39,34,59,29.47,48.79,7.69,1836.23,57.14,0.24,2.78,Sandy,Urea
64,12,79,19.38,75.38,5.34,623.72,35.14,1.15,2.32,Sandy,DAP
114,52,69,26.53,50.68,6.68,2451.16,58.37,1.43,2.52,Loamy,Zinc Sulphate
149,15,18,34.88,85.56,5.22,1688.12,14.45,0.85,1.6,Sandy,DAP
113,63,115,35.17,54.41,5.89,447.91,33.88,0.64,1.63,Loamy,NPK
50,61,13,29.63,43.19,8.23,2162.57,13.12,1.04,0.97,Loamy,Urea
47,22,103,13.72,42.61,5.08,1569.01,41.51,1.39,2.54,Silt,Urea
92,75,101,14.89,71.23,7.03,1137.05,13.94,0.43,2.51,Sandy,NPK
78,65,30,18.75,52.09,6.87,2780.43,18.77,0.72,1.24,Silt,MOP
158,56,21,30.12,44.24,4.98,2499.58,22.94,0.4,1.05,Clay,MOP
68,86,86,17.74,71.63,5.8,319.82,47.44,0.85,2.24,Clay,NPK
137,74,59,23.93,55.28,6.75,2156.16,18.2,0.9,0.18,Clay,Urea
36,75,22,34.77,80.76,5.25,681.98,52.33,1.43,2.59,Loamy,Urea
145,77,61,36.75,62.94,7.7,246.7,16.6,0.74,1.39,Loamy,NPK
151,22,100,35.16,88.33,8.39,812.19,11.76,0.94,1.38,Loamy,DAP
100,39,101,13.49,52.47,5.36,333.71,29.75,1.35,2.04,Sandy,DAP
125,85,91,37.32,46.93,5.25,1987.06,58.97,0.62,1.97,Silt,Compost
109,42,110,30.52,68.67,6.32,2320.87,15.52,1.08,0.87,Loamy,NPK
103,47,89,28.56,72.5,7.49,698.81,15.09,1.18,2.84,Silt,Urea
61,52,30,17.43,31.02,5.63,786.18,47.56,0.63,2.96,Silt,MOP
67,12,64,37.85,70.16,4.58,575.37,25.61,0.41,1.63,Silt,DAP
61,52,19,10.52,40.86,6.66,1774.63,45.86,0.85,1.73,Sandy,MOP
73,82,87,12.47,87.53,8.33,1570.14,20.0,0.66,1.71,Sandy,Zinc Sulphate
116,80,101,14.61,64.56,6.07,217.22,33.0,0.55,1.51,Clay,Compost
156,13,38,30.82,37.6,6.18,1234.97,23.26,1.47,2.84,Clay,DAP
27,41,20,28.69,33.16,8.38,446.53,32.58,0.85,0.81,Silt,Urea
131,10,39,38.34,82.78,7.28,1821.16,48.45,1.31,0.41,Clay,DAP
129,22,49,20.47,81.04,7.38,1526.6,48.1,0.45,2.8,Silt,DAP
89,45,100,20.43,56.05,6.75,1484.9,35.79,1.42,0.72,Sandy,NPK
156,35,58,30.09,35.25,8.4,2258.38,56.42,1.23,2.27,Sandy,DAP
130,86,12,15.22,53.4,7.26,1486.23,23.19,1.25,0.69,Sandy,MOP
130,31,10,23.92,75.63,8.08,1561.31,22.02,0.71,2.88,Loamy,DAP
24,20,41,10.46,69.69,7.3,1971.37,40.69,0.83,2.39,Silt,Urea
91,34,48,27.76,81.91,7.44,1043.8,41.06,0.97,2.76,Sandy,DAP
83,88,94,33.52,75.07,5.66,2824.73,12.33,1.23,2.86,Silt,MOP
54,54,11,16.11,49.81,5.71,988.14,40.39,1.3,0.34,Clay,Urea
79,45,83,19.22,50.47,7.63,2758.57,28.72,0.3,1.36,Clay,NPK
108,43,40,13.96,68.87,5.69,2478.31,47.37,1.38,1.98,Sandy,Zinc Sulphate
119,43,27,28.47,48.61,6.75,2737.49,50.41,1.42,2.43,Silt,MOP
58,41,16,26.92,82.06,5.5,713.18,37.61,0.97,0.8,Sandy,Urea
132,34,14,34.79,49.66,7.77,847.54,10.09,0.44,2.75,Clay,DAP
153,76,38,39.11,59.34,4.94,2573.89,41.82,1.26,0.74,Sandy,MOP
107,68,77,39.51,32.59,7.82,2880.08,47.44,0.91,2.61,Silt,Zinc Sulphate
138,66,55,13.22,37.09,6.91,2308.99,22.45,1.26,1.59,Clay,NPK
37,38,65,26.59,37.91,5.25,1986.41,33.23,1.26,1.59,Loamy,Urea
131,30,12,33.69,50.65,6.67,2466.34,58.29,0.31,1.18,Clay,DAP
20,82,22,29.77,37.0,5.63,316.47,24.91,0.99,0.4,Loamy,Urea
36,30,76,36.91,57.43,5.79,2592.16,21.16,0.83,1.11,Sandy,Urea
140,80,81,23.25,46.15,5.91,987.16,20.54,1.43,1.34,Sandy,Urea
133,56,59,22.81,46.35,4.75,358.64,37.94,0.59,1.49,Silt,Compost
153,41,13,10.78,56.73,8.44,2108.47,57.49,0.47,2.24,Loamy,MOP
77,31,51,10.47,81.23,4.63,2307.8,40.43,1.37,1.12,Sandy,DAP
91,51,108,30.78,75.7,7.15,1956.11,25.17,0.39,1.28,Loamy,Zinc Sulphate
142,20,85,24.14,83.02,5.98,1180.39,41.93,1.09,2.73,Sandy,DAP
143,67,33,29.81,89.41,7.08,528.18,41.24,0.59,2.28,Clay,MOP
67,87,111,17.15,30.67,5.92,2353.17,39.85,0.94,0.17,Sandy,DAP
75,50,28,35.89,71.55,7.2,332.6,17.97,1.0,2.46,Silt,MOP
156,34,109,37.09,37.19,7.42,2327.15,41.73,0.74,2.97,Clay,DAP
140,25,108,29.87,86.21,7.26,2880.86,31.51,1.47,2.83,Silt,DAP
50,75,91,18.33,43.61,4.96,2991.08,10.93,0.37,2.52,Clay,Urea
84,79,49,16.48,51.0,7.13,1309.66,36.99,0.71,1.92,Loamy,Zinc Sulphate
124,43,43,28.76,88.74,5.62,504.26,59.46,0.76,0.91,Silt,SSP
80,55,98,38.22,82.03,4.62,464.69,27.49,1.02,2.0,Sandy,Compost
157,57,16,27.34,32.83,6.16,1576.29,58.28,0.73,2.12,Loamy,MOP
145,46,84,35.18,32.81,6.23,2416.91,14.81,0.33,0.92,Sandy,DAP
96,31,47,26.96,79.13,6.37,334.06,46.62,1.43,0.84,Clay,DAP
42,89,28,30.24,34.22,7.32,671.32,15.72,0.74,1.25,Clay,Urea
146,16,108,27.03,81.1,5.74,1848.13,23.68,0.65,1.96,Sandy,DAP
112,56,54,27.26,85.48,5.76,439.28,38.54,0.78,0.95,Sandy,Compost
77,86,29,32.18,31.43,4.74,2659.55,39.64,0.48,1.71,Loamy,MOP
116,26,100,21.89,43.2,7.25,1608.68,48.76,0.33,2.71,Sandy,DAP
149,12,104,37.12,31.39,6.77,1283.14,40.77,0.39,0.96,Silt,DAP
31,21,98,35.9,34.37,5.9,237.05,39.68,0.42,2.9,Silt,Urea
123,79,11,31.76,62.04,7.32,516.37,55.62,0.46,1.47,Sandy,MOP
111,85,102,32.3,73.81,6.65,2517.3,32.61,0.75,0.39,Silt,Urea
54,84,46,22.4,58.77,6.38,2157.1,21.26,1.01,0.26,Sandy,Urea
93,28,40,34.98,53.16,6.55,257.08,18.09,1.02,1.08,Loamy,DAP
130,40,51,37.98,42.4,7.05,2927.12,30.0,0.2,0.85,Silt,Urea
127,11,15,33.85,44.19,7.14,1189.11,45.64,1.4,2.55,Silt,DAP
140,27,119,13.99,64.94,5.66,1897.89,12.13,1.27,2.24,Sandy,DAP
83,64,94,33.6,81.35,5.06,2223.28,16.45,1.45,2.67,Silt,Compost
37,13,106,23.94,54.27,5.13,2878.25,15.31,0.67,1.81,Clay,Urea
158,31,18,28.26,86.38,7.06,2693.21,39.26,1.06,1.36,Loamy,DAP
84,87,83,39.73,33.13,7.99,1872.76,22.14,0.42,0.88,Loamy,Zinc Sulphate
23,87,95,20.78,79.75,6.14,590.18,18.31,1.26,1.79,Silt,Urea
26,43,104,20.46,50.32,5.18,2566.06,39.64,0.41,1.89,Silt,Urea
94,57,62,17.89,82.13,7.53,2486.91,48.07,0.62,1.24,Clay,NPK
74,79,20,13.81,85.16,7.83,1989.6,26.61,0.84,2.82,Clay,MOP
141,85,92,15.05,72.02,8.02,2969.85,38.91,0.97,1.96,Silt,Zinc Sulphate
46,33,114,25.43,51.3,6.93,1679.23,14.91,0.93,2.53,Silt,Urea
159,54,85,37.29,57.42,7.94,798.45,56.76,0.33,1.9,Clay,Zinc Sulphate
155,19,111,34.3,63.11,4.56,910.55,26.84,0.75,1.02,Sandy,DAP
135,55,25,15.47,57.72,4.93,1338.51,59.88,1.4,2.24,Clay,MOP
42,45,22,26.85,77.47,4.87,1383.57,58.93,1.33,0.77,Sandy,Urea
45,60,47,35.41,76.29,7.35,2527.24,48.94,0.97,1.83,Loamy,Urea
25,41,22,26.18,30.76,4.78,2683.45,11.0,0.94,1.27,Loamy,Urea
140,41,24,37.34,39.1,6.49,1271.67,37.17,0.35,0.53,Clay,MOP
78,24,27,37.24,51.81,6.39,2846.84,14.34,0.46,1.3,Sandy,DAP
27,18,25,20.45,70.35,5.74,2798.64,54.76,0.53,1.0,Clay,Urea
59,67,50,36.22,43.78,7.98,1349.61,49.48,0.83,0.43,Clay,Urea
103,45,59,27.55,49.37,5.18,2630.6,58.62,1.15,2.49,Sandy,Compost
77,31,115,24.4,57.72,5.91,515.9,40.42,0.8,1.55,Clay,DAP
135,22,117,33.23,65.37,7.6,1631.45,36.11,0.36,1.1,Loamy,DAP
150,50,78,33.69,84.11,4.62,2195.49,35.95,0.77,1.56,Silt,Compost
98,87,100,30.26,78.28,7.19,1167.59,29.32,0.41,2.29,Silt,Zinc Sulphate
84,35,75,34.33,51.55,7.77,264.66,33.43,1.18,0.15,Clay,DAP
76,70,50,38.54,76.08,8.23,355.3,41.77,0.42,1.69,Sandy,Zinc Sulphate
36,53,36,36.19,79.96,8.01,2704.77,56.65,0.83,1.49,Sandy,Urea
71,39,68,12.23,61.34,5.78,1651.78,39.79,1.1,2.69,Loamy,DAP
